dataset:   breast-cancer.npz
latency:  0.00336503982544
request: 8822 {u'default': False, u'output': 0.0, u'query_id': 40322}
latency:  0.00268793106079
request: 8823 {u'default': False, u'output': 0.0, u'query_id': 40323}
latency:  0.00204706192017
request: 8824 {u'default': False, u'output': 0.0, u'query_id': 40324}
latency:  0.00303792953491
request: 8825 {u'default': False, u'output': 1.0, u'query_id': 40325}
latency:  0.00249290466309
request: 8826 {u'default': False, u'output': 0.0, u'query_id': 40326}
latency:  0.0042359828949
request: 8827 {u'default': False, u'output': 1.0, u'query_id': 40327}
latency:  0.00290608406067
request: 8828 {u'default': False, u'output': 1.0, u'query_id': 40328}
latency:  0.00237917900085
request: 8829 {u'default': False, u'output': 1.0, u'query_id': 40329}
latency:  0.00209712982178
request: 8830 {u'default': False, u'output': 1.0, u'query_id': 40330}
latency:  0.00288796424866
request: 8831 {u'default': False, u'output': 0.0, u'query_id': 40331}
latency:  0.00251317024231
request: 8832 {u'default': False, u'output': 1.0, u'query_id': 40332}
latency:  0.00334286689758
request: 8833 {u'default': False, u'output': 1.0, u'query_id': 40333}
latency:  0.004065990448
request: 8834 {u'default': False, u'output': 1.0, u'query_id': 40334}
latency:  0.00305700302124
request: 8835 {u'default': False, u'output': 1.0, u'query_id': 40335}
latency:  0.00308704376221
request: 8836 {u'default': False, u'output': 1.0, u'query_id': 40336}
latency:  0.00344491004944
request: 8837 {u'default': False, u'output': 1.0, u'query_id': 40337}
latency:  0.00370001792908
request: 8838 {u'default': False, u'output': 1.0, u'query_id': 40338}
latency:  0.00217008590698
request: 8839 {u'default': False, u'output': 0.0, u'query_id': 40339}
latency:  0.00227785110474
request: 8840 {u'default': False, u'output': 1.0, u'query_id': 40340}
latency:  0.00467014312744
request: 8841 {u'default': False, u'output': 0.0, u'query_id': 40341}
latency:  0.00380802154541
request: 8842 {u'default': False, u'output': 0.0, u'query_id': 40342}
latency:  0.00209403038025
request: 8843 {u'default': False, u'output': 0.0, u'query_id': 40343}
latency:  0.00289392471313
request: 8844 {u'default': False, u'output': 1.0, u'query_id': 40344}
latency:  0.00245094299316
request: 8845 {u'default': False, u'output': 1.0, u'query_id': 40345}
latency:  0.00231599807739
request: 8846 {u'default': False, u'output': 1.0, u'query_id': 40346}
latency:  0.00230288505554
request: 8847 {u'default': False, u'output': 1.0, u'query_id': 40347}
latency:  0.00199508666992
request: 8848 {u'default': False, u'output': 0.0, u'query_id': 40348}
latency:  0.00222706794739
request: 8849 {u'default': False, u'output': 0.0, u'query_id': 40349}
latency:  0.00225782394409
request: 8850 {u'default': False, u'output': 1.0, u'query_id': 40350}
latency:  0.00240516662598
request: 8851 {u'default': False, u'output': 0.0, u'query_id': 40351}
latency:  0.00226879119873
request: 8852 {u'default': False, u'output': 1.0, u'query_id': 40352}
latency:  0.00299501419067
request: 8853 {u'default': False, u'output': 1.0, u'query_id': 40353}
latency:  0.00207304954529
request: 8854 {u'default': False, u'output': 1.0, u'query_id': 40354}
latency:  0.00207281112671
request: 8855 {u'default': False, u'output': 0.0, u'query_id': 40355}
latency:  0.00314211845398
request: 8856 {u'default': False, u'output': 1.0, u'query_id': 40356}
latency:  0.00348305702209
request: 8857 {u'default': False, u'output': 1.0, u'query_id': 40357}
latency:  0.00294494628906
request: 8858 {u'default': False, u'output': 0.0, u'query_id': 40358}
latency:  0.00417113304138
request: 8859 {u'default': False, u'output': 1.0, u'query_id': 40359}
latency:  0.00375509262085
request: 8860 {u'default': False, u'output': 1.0, u'query_id': 40360}
latency:  0.0030620098114
request: 8861 {u'default': False, u'output': 1.0, u'query_id': 40361}
latency:  0.00273013114929
request: 8862 {u'default': False, u'output': 1.0, u'query_id': 40362}
latency:  0.00325608253479
request: 8863 {u'default': False, u'output': 1.0, u'query_id': 40363}
latency:  0.00304007530212
request: 8864 {u'default': False, u'output': 1.0, u'query_id': 40364}
latency:  0.00326299667358
request: 8865 {u'default': False, u'output': 0.0, u'query_id': 40365}
latency:  0.00403189659119
request: 8866 {u'default': False, u'output': 1.0, u'query_id': 40366}
latency:  0.0029411315918
request: 8867 {u'default': False, u'output': 0.0, u'query_id': 40367}
latency:  0.00233101844788
request: 8868 {u'default': False, u'output': 0.0, u'query_id': 40368}
latency:  0.00245404243469
request: 8869 {u'default': False, u'output': 1.0, u'query_id': 40369}
latency:  0.00302696228027
request: 8870 {u'default': False, u'output': 0.0, u'query_id': 40370}
latency:  0.00331711769104
request: 8871 {u'default': False, u'output': 1.0, u'query_id': 40371}
latency:  0.00358104705811
request: 8872 {u'default': False, u'output': 1.0, u'query_id': 40372}
latency:  0.00287079811096
request: 8873 {u'default': False, u'output': 0.0, u'query_id': 40373}
latency:  0.00236916542053
request: 8874 {u'default': False, u'output': 0.0, u'query_id': 40374}
latency:  0.00370097160339
request: 8875 {u'default': False, u'output': 0.0, u'query_id': 40375}
latency:  0.00280284881592
request: 8876 {u'default': False, u'output': 0.0, u'query_id': 40376}
latency:  0.00308895111084
request: 8877 {u'default': False, u'output': 1.0, u'query_id': 40377}
latency:  0.00324606895447
request: 8878 {u'default': False, u'output': 1.0, u'query_id': 40378}
latency:  0.0030369758606
request: 8879 {u'default': False, u'output': 0.0, u'query_id': 40379}
latency:  0.00207495689392
request: 8880 {u'default': False, u'output': 1.0, u'query_id': 40380}
latency:  0.00282907485962
request: 8881 {u'default': False, u'output': 1.0, u'query_id': 40381}
latency:  0.00220417976379
request: 8882 {u'default': False, u'output': 0.0, u'query_id': 40382}
latency:  0.00298500061035
request: 8883 {u'default': False, u'output': 1.0, u'query_id': 40383}
latency:  0.00218486785889
request: 8884 {u'default': False, u'output': 0.0, u'query_id': 40384}
latency:  0.00290989875793
request: 8885 {u'default': False, u'output': 1.0, u'query_id': 40385}
latency:  0.00325894355774
request: 8886 {u'default': False, u'output': 1.0, u'query_id': 40386}
latency:  0.00218486785889
request: 8887 {u'default': False, u'output': 1.0, u'query_id': 40387}
latency:  0.0028350353241
request: 8888 {u'default': False, u'output': 1.0, u'query_id': 40388}
latency:  0.00213503837585
request: 8889 {u'default': False, u'output': 0.0, u'query_id': 40389}
latency:  0.00224590301514
request: 8890 {u'default': False, u'output': 1.0, u'query_id': 40390}
latency:  0.00214695930481
request: 8891 {u'default': False, u'output': 1.0, u'query_id': 40391}
latency:  0.00300598144531
request: 8892 {u'default': False, u'output': 0.0, u'query_id': 40392}
latency:  0.00266885757446
request: 8893 {u'default': False, u'output': 1.0, u'query_id': 40393}
latency:  0.00295805931091
request: 8894 {u'default': False, u'output': 1.0, u'query_id': 40394}
latency:  0.00247502326965
request: 8895 {u'default': False, u'output': 1.0, u'query_id': 40395}
latency:  0.00306010246277
request: 8896 {u'default': False, u'output': 1.0, u'query_id': 40396}
latency:  0.00302982330322
request: 8897 {u'default': False, u'output': 1.0, u'query_id': 40397}
latency:  0.00351405143738
request: 8898 {u'default': False, u'output': 1.0, u'query_id': 40398}
latency:  0.00308609008789
request: 8899 {u'default': False, u'output': 1.0, u'query_id': 40399}
latency:  0.00258302688599
request: 8900 {u'default': False, u'output': 0.0, u'query_id': 40400}
latency:  0.00308299064636
request: 8901 {u'default': False, u'output': 1.0, u'query_id': 40401}
latency:  0.00352811813354
request: 8902 {u'default': False, u'output': 1.0, u'query_id': 40402}
latency:  0.00213313102722
request: 8903 {u'default': False, u'output': 0.0, u'query_id': 40403}
latency:  0.00260400772095
request: 8904 {u'default': False, u'output': 1.0, u'query_id': 40404}
latency:  0.00294399261475
request: 8905 {u'default': False, u'output': 0.0, u'query_id': 40405}
latency:  0.00221991539001
request: 8906 {u'default': False, u'output': 1.0, u'query_id': 40406}
latency:  0.0040500164032
request: 8907 {u'default': False, u'output': 0.0, u'query_id': 40407}
latency:  0.00378894805908
request: 8908 {u'default': False, u'output': 0.0, u'query_id': 40408}
latency:  0.00497198104858
request: 8909 {u'default': False, u'output': 1.0, u'query_id': 40409}
latency:  0.00566816329956
request: 8910 {u'default': False, u'output': 1.0, u'query_id': 40410}
latency:  0.00264096260071
request: 8911 {u'default': False, u'output': 0.0, u'query_id': 40411}
latency:  0.00211691856384
request: 8912 {u'default': False, u'output': 1.0, u'query_id': 40412}
latency:  0.0029890537262
request: 8913 {u'default': False, u'output': 0.0, u'query_id': 40413}
latency:  0.00370597839355
request: 8914 {u'default': False, u'output': 0.0, u'query_id': 40414}
latency:  0.00375318527222
request: 8915 {u'default': False, u'output': 0.0, u'query_id': 40415}
latency:  0.00454187393188
request: 8916 {u'default': False, u'output': 1.0, u'query_id': 40416}
latency:  0.00275921821594
request: 8917 {u'default': False, u'output': 0.0, u'query_id': 40417}
latency:  0.00365209579468
request: 8918 {u'default': False, u'output': 0.0, u'query_id': 40418}
latency:  0.0024299621582
request: 8919 {u'default': False, u'output': 0.0, u'query_id': 40419}
latency:  0.00214385986328
request: 8920 {u'default': False, u'output': 1.0, u'query_id': 40420}
latency:  0.00214600563049
request: 8921 {u'default': False, u'output': 1.0, u'query_id': 40421}
latency:  0.0024561882019
request: 8922 {u'default': False, u'output': 1.0, u'query_id': 40422}
latency:  0.00305509567261
request: 8923 {u'default': False, u'output': 1.0, u'query_id': 40423}
latency:  0.00282788276672
request: 8924 {u'default': False, u'output': 0.0, u'query_id': 40424}
latency:  0.00381803512573
request: 8925 {u'default': False, u'output': 1.0, u'query_id': 40425}
latency:  0.00207591056824
request: 8926 {u'default': False, u'output': 0.0, u'query_id': 40426}
latency:  0.00236105918884
request: 8927 {u'default': False, u'output': 1.0, u'query_id': 40427}
latency:  0.00257301330566
request: 8928 {u'default': False, u'output': 1.0, u'query_id': 40428}
latency:  0.00286102294922
request: 8929 {u'default': False, u'output': 1.0, u'query_id': 40429}
latency:  0.00190687179565
request: 8930 {u'default': False, u'output': 1.0, u'query_id': 40430}
latency:  0.0020899772644
request: 8931 {u'default': False, u'output': 0.0, u'query_id': 40431}
latency:  0.00247287750244
request: 8932 {u'default': False, u'output': 1.0, u'query_id': 40432}
latency:  0.00227403640747
request: 8933 {u'default': False, u'output': 0.0, u'query_id': 40433}
latency:  0.00218796730042
request: 8934 {u'default': False, u'output': 1.0, u'query_id': 40434}
latency:  0.00441718101501
request: 8935 {u'default': False, u'output': 1.0, u'query_id': 40435}
latency:  0.00251579284668
request: 8936 {u'default': False, u'output': 1.0, u'query_id': 40436}
latency:  0.0024528503418
request: 8937 {u'default': False, u'output': 1.0, u'query_id': 40437}
latency:  0.00248217582703
request: 8938 {u'default': False, u'output': 0.0, u'query_id': 40438}
latency:  0.00349807739258
request: 8939 {u'default': False, u'output': 1.0, u'query_id': 40439}
latency:  0.00222396850586
request: 8940 {u'default': False, u'output': 1.0, u'query_id': 40440}
latency:  0.00284814834595
request: 8941 {u'default': False, u'output': 1.0, u'query_id': 40441}
latency:  0.00219106674194
request: 8942 {u'default': False, u'output': 0.0, u'query_id': 40442}
latency:  0.00278687477112
request: 8943 {u'default': False, u'output': 1.0, u'query_id': 40443}
latency:  0.00304484367371
request: 8944 {u'default': False, u'output': 1.0, u'query_id': 40444}
latency:  0.0026068687439
request: 8945 {u'default': False, u'output': 1.0, u'query_id': 40445}
latency:  0.00320601463318
request: 8946 {u'default': False, u'output': 1.0, u'query_id': 40446}
latency:  0.00235104560852
request: 8947 {u'default': False, u'output': 1.0, u'query_id': 40447}
latency:  0.00229907035828
request: 8948 {u'default': False, u'output': 0.0, u'query_id': 40448}
latency:  0.00410890579224
request: 8949 {u'default': False, u'output': 1.0, u'query_id': 40449}
latency:  0.0044629573822
request: 8950 {u'default': False, u'output': 1.0, u'query_id': 40450}
latency:  0.00349497795105
request: 8951 {u'default': False, u'output': 1.0, u'query_id': 40451}
latency:  0.00351190567017
request: 8952 {u'default': False, u'output': 0.0, u'query_id': 40452}
latency:  0.00373506546021
request: 8953 {u'default': False, u'output': 0.0, u'query_id': 40453}
latency:  0.00211310386658
request: 8954 {u'default': False, u'output': 0.0, u'query_id': 40454}
latency:  0.00383806228638
request: 8955 {u'default': False, u'output': 1.0, u'query_id': 40455}
latency:  0.0041720867157
request: 8956 {u'default': False, u'output': 0.0, u'query_id': 40456}
latency:  0.00352597236633
request: 8957 {u'default': False, u'output': 0.0, u'query_id': 40457}
latency:  0.00326609611511
request: 8958 {u'default': False, u'output': 0.0, u'query_id': 40458}
latency:  0.00246691703796
request: 8959 {u'default': False, u'output': 1.0, u'query_id': 40459}
latency:  0.00273108482361
request: 8960 {u'default': False, u'output': 1.0, u'query_id': 40460}
latency:  0.0027768611908
request: 8961 {u'default': False, u'output': 1.0, u'query_id': 40461}
latency:  0.00380992889404
request: 8962 {u'default': False, u'output': 0.0, u'query_id': 40462}
latency:  0.00201892852783
request: 8963 {u'default': False, u'output': 0.0, u'query_id': 40463}
latency:  0.00216889381409
request: 8964 {u'default': False, u'output': 1.0, u'query_id': 40464}
latency:  0.00385499000549
request: 8965 {u'default': False, u'output': 0.0, u'query_id': 40465}
latency:  0.0024139881134
request: 8966 {u'default': False, u'output': 0.0, u'query_id': 40466}
latency:  0.00208282470703
request: 8967 {u'default': False, u'output': 0.0, u'query_id': 40467}
latency:  0.00233387947083
request: 8968 {u'default': False, u'output': 0.0, u'query_id': 40468}
latency:  0.00251197814941
request: 8969 {u'default': False, u'output': 1.0, u'query_id': 40469}
latency:  0.0029239654541
request: 8970 {u'default': False, u'output': 0.0, u'query_id': 40470}
latency:  0.0021059513092
request: 8971 {u'default': False, u'output': 1.0, u'query_id': 40471}
latency:  0.00209307670593
request: 8972 {u'default': False, u'output': 0.0, u'query_id': 40472}
latency:  0.00206685066223
request: 8973 {u'default': False, u'output': 1.0, u'query_id': 40473}
latency:  0.00205111503601
request: 8974 {u'default': False, u'output': 1.0, u'query_id': 40474}
latency:  0.00206708908081
request: 8975 {u'default': False, u'output': 1.0, u'query_id': 40475}
latency:  0.00313997268677
request: 8976 {u'default': False, u'output': 1.0, u'query_id': 40476}
latency:  0.00291919708252
request: 8977 {u'default': False, u'output': 1.0, u'query_id': 40477}
latency:  0.00220394134521
request: 8978 {u'default': False, u'output': 0.0, u'query_id': 40478}
latency:  0.00191593170166
request: 8979 {u'default': False, u'output': 1.0, u'query_id': 40479}
latency:  0.00348901748657
request: 8980 {u'default': False, u'output': 0.0, u'query_id': 40480}
latency:  0.00334310531616
request: 8981 {u'default': False, u'output': 0.0, u'query_id': 40481}
latency:  0.00204610824585
request: 8982 {u'default': False, u'output': 1.0, u'query_id': 40482}
latency:  0.00198292732239
request: 8983 {u'default': False, u'output': 1.0, u'query_id': 40483}
latency:  0.00285506248474
request: 8984 {u'default': False, u'output': 1.0, u'query_id': 40484}
latency:  0.00439596176147
request: 8985 {u'default': False, u'output': 1.0, u'query_id': 40485}
latency:  0.0044949054718
request: 8986 {u'default': False, u'output': 0.0, u'query_id': 40486}
latency:  0.00216698646545
request: 8987 {u'default': False, u'output': 1.0, u'query_id': 40487}
latency:  0.00224304199219
request: 8988 {u'default': False, u'output': 0.0, u'query_id': 40488}
latency:  0.00202202796936
request: 8989 {u'default': False, u'output': 1.0, u'query_id': 40489}
latency:  0.00191211700439
request: 8990 {u'default': False, u'output': 1.0, u'query_id': 40490}
latency:  0.00212502479553
request: 8991 {u'default': False, u'output': 1.0, u'query_id': 40491}
latency:  0.00245308876038
request: 8992 {u'default': False, u'output': 1.0, u'query_id': 40492}
latency:  0.00249195098877
request: 8993 {u'default': False, u'output': 1.0, u'query_id': 40493}
latency:  0.00310802459717
request: 8994 {u'default': False, u'output': 1.0, u'query_id': 40494}
latency:  0.00227999687195
request: 8995 {u'default': False, u'output': 0.0, u'query_id': 40495}
latency:  0.00331997871399
request: 8996 {u'default': False, u'output': 1.0, u'query_id': 40496}
latency:  0.00305700302124
request: 8997 {u'default': False, u'output': 0.0, u'query_id': 40497}
latency:  0.00214505195618
request: 8998 {u'default': False, u'output': 1.0, u'query_id': 40498}
latency:  0.00218105316162
request: 8999 {u'default': False, u'output': 1.0, u'query_id': 40499}
latency:  0.00226807594299
request: 9000 {u'default': False, u'output': 1.0, u'query_id': 40500}
latency:  0.00356388092041
request: 9001 {u'default': False, u'output': 1.0, u'query_id': 40501}
latency:  0.0020649433136
request: 9002 {u'default': False, u'output': 0.0, u'query_id': 40502}
latency:  0.00389409065247
request: 9003 {u'default': False, u'output': 1.0, u'query_id': 40503}
latency:  0.00253987312317
request: 9004 {u'default': False, u'output': 1.0, u'query_id': 40504}
latency:  0.00219106674194
request: 9005 {u'default': False, u'output': 0.0, u'query_id': 40505}
latency:  0.00213313102722
request: 9006 {u'default': False, u'output': 0.0, u'query_id': 40506}
latency:  0.00220704078674
request: 9007 {u'default': False, u'output': 0.0, u'query_id': 40507}
latency:  0.00346112251282
request: 9008 {u'default': False, u'output': 1.0, u'query_id': 40508}
latency:  0.00215697288513
request: 9009 {u'default': False, u'output': 1.0, u'query_id': 40509}
latency:  0.00292897224426
request: 9010 {u'default': False, u'output': 0.0, u'query_id': 40510}
latency:  0.00223708152771
request: 9011 {u'default': False, u'output': 1.0, u'query_id': 40511}
latency:  0.00239396095276
request: 9012 {u'default': False, u'output': 1.0, u'query_id': 40512}
latency:  0.00217700004578
request: 9013 {u'default': False, u'output': 1.0, u'query_id': 40513}
latency:  0.00233793258667
request: 9014 {u'default': False, u'output': 0.0, u'query_id': 40514}
latency:  0.0029571056366
request: 9015 {u'default': False, u'output': 1.0, u'query_id': 40515}
latency:  0.00249981880188
request: 9016 {u'default': False, u'output': 0.0, u'query_id': 40516}
latency:  0.00253009796143
request: 9017 {u'default': False, u'output': 0.0, u'query_id': 40517}
latency:  0.00261116027832
request: 9018 {u'default': False, u'output': 0.0, u'query_id': 40518}
latency:  0.00217294692993
request: 9019 {u'default': False, u'output': 0.0, u'query_id': 40519}
latency:  0.00223612785339
request: 9020 {u'default': False, u'output': 1.0, u'query_id': 40520}
latency:  0.00221180915833
request: 9021 {u'default': False, u'output': 0.0, u'query_id': 40521}
latency:  0.00262594223022
request: 9022 {u'default': False, u'output': 1.0, u'query_id': 40522}
latency:  0.00231599807739
request: 9023 {u'default': False, u'output': 1.0, u'query_id': 40523}
latency:  0.00281405448914
request: 9024 {u'default': False, u'output': 1.0, u'query_id': 40524}
latency:  0.002032995224
request: 9025 {u'default': False, u'output': 1.0, u'query_id': 40525}
latency:  0.00210285186768
request: 9026 {u'default': False, u'output': 1.0, u'query_id': 40526}
latency:  0.00356507301331
request: 9027 {u'default': False, u'output': 0.0, u'query_id': 40527}
latency:  0.00225400924683
request: 9028 {u'default': False, u'output': 1.0, u'query_id': 40528}
latency:  0.00300312042236
request: 9029 {u'default': False, u'output': 1.0, u'query_id': 40529}
latency:  0.00341200828552
request: 9030 {u'default': False, u'output': 1.0, u'query_id': 40530}
latency:  0.00358700752258
request: 9031 {u'default': False, u'output': 0.0, u'query_id': 40531}
latency:  0.00235915184021
request: 9032 {u'default': False, u'output': 0.0, u'query_id': 40532}
latency:  0.00579190254211
request: 9033 {u'default': False, u'output': 1.0, u'query_id': 40533}
latency:  0.00329899787903
request: 9034 {u'default': False, u'output': 1.0, u'query_id': 40534}
latency:  0.00260615348816
request: 9035 {u'default': False, u'output': 0.0, u'query_id': 40535}
latency:  0.00336599349976
request: 9036 {u'default': False, u'output': 1.0, u'query_id': 40536}
latency:  0.0037829875946
request: 9037 {u'default': False, u'output': 1.0, u'query_id': 40537}
latency:  0.00399398803711
request: 9038 {u'default': False, u'output': 0.0, u'query_id': 40538}
latency:  0.00206398963928
request: 9039 {u'default': False, u'output': 0.0, u'query_id': 40539}
latency:  0.00245809555054
request: 9040 {u'default': False, u'output': 1.0, u'query_id': 40540}
latency:  0.00243592262268
request: 9041 {u'default': False, u'output': 1.0, u'query_id': 40541}
latency:  0.00304508209229
request: 9042 {u'default': False, u'output': 1.0, u'query_id': 40542}
latency:  0.002769947052
request: 9043 {u'default': False, u'output': 1.0, u'query_id': 40543}
latency:  0.00318503379822
request: 9044 {u'default': False, u'output': 1.0, u'query_id': 40544}
latency:  0.00372910499573
request: 9045 {u'default': False, u'output': 1.0, u'query_id': 40545}
latency:  0.0037260055542
request: 9046 {u'default': False, u'output': 0.0, u'query_id': 40546}
latency:  0.00215196609497
request: 9047 {u'default': False, u'output': 1.0, u'query_id': 40547}
latency:  0.00189208984375
request: 9048 {u'default': False, u'output': 1.0, u'query_id': 40548}
latency:  0.00280499458313
request: 9049 {u'default': False, u'output': 0.0, u'query_id': 40549}
latency:  0.00201678276062
request: 9050 {u'default': False, u'output': 1.0, u'query_id': 40550}
latency:  0.0021960735321
request: 9051 {u'default': False, u'output': 0.0, u'query_id': 40551}
latency:  0.00382280349731
request: 9052 {u'default': False, u'output': 1.0, u'query_id': 40552}
latency:  0.00295090675354
request: 9053 {u'default': False, u'output': 0.0, u'query_id': 40553}
latency:  0.00384306907654
request: 9054 {u'default': False, u'output': 0.0, u'query_id': 40554}
latency:  0.00303983688354
request: 9055 {u'default': False, u'output': 0.0, u'query_id': 40555}
latency:  0.0044310092926
request: 9056 {u'default': False, u'output': 0.0, u'query_id': 40556}
latency:  0.00382614135742
request: 9057 {u'default': False, u'output': 1.0, u'query_id': 40557}
latency:  0.00347399711609
request: 9058 {u'default': False, u'output': 1.0, u'query_id': 40558}
latency:  0.00410485267639
request: 9059 {u'default': False, u'output': 1.0, u'query_id': 40559}
latency:  0.00318098068237
request: 9060 {u'default': False, u'output': 1.0, u'query_id': 40560}
latency:  0.00206398963928
request: 9061 {u'default': False, u'output': 0.0, u'query_id': 40561}
latency:  0.00242280960083
request: 9062 {u'default': False, u'output': 0.0, u'query_id': 40562}
latency:  0.00213694572449
request: 9063 {u'default': False, u'output': 0.0, u'query_id': 40563}
latency:  0.00203394889832
request: 9064 {u'default': False, u'output': 1.0, u'query_id': 40564}
latency:  0.00206804275513
request: 9065 {u'default': False, u'output': 0.0, u'query_id': 40565}
latency:  0.00184011459351
request: 9066 {u'default': False, u'output': 1.0, u'query_id': 40566}
latency:  0.00184893608093
request: 9067 {u'default': False, u'output': 1.0, u'query_id': 40567}
latency:  0.00201487541199
request: 9068 {u'default': False, u'output': 1.0, u'query_id': 40568}
latency:  0.00240802764893
request: 9069 {u'default': False, u'output': 0.0, u'query_id': 40569}
latency:  0.00265598297119
request: 9070 {u'default': False, u'output': 1.0, u'query_id': 40570}
latency:  0.00206303596497
request: 9071 {u'default': False, u'output': 1.0, u'query_id': 40571}
latency:  0.00402021408081
request: 9072 {u'default': False, u'output': 1.0, u'query_id': 40572}
latency:  0.00233697891235
request: 9073 {u'default': False, u'output': 1.0, u'query_id': 40573}
latency:  0.00274896621704
request: 9074 {u'default': False, u'output': 0.0, u'query_id': 40574}
latency:  0.00286889076233
request: 9075 {u'default': False, u'output': 0.0, u'query_id': 40575}
latency:  0.00320386886597
request: 9076 {u'default': False, u'output': 0.0, u'query_id': 40576}
latency:  0.00212621688843
request: 9077 {u'default': False, u'output': 0.0, u'query_id': 40577}
latency:  0.00387907028198
request: 9078 {u'default': False, u'output': 1.0, u'query_id': 40578}
latency:  0.00335192680359
request: 9079 {u'default': False, u'output': 1.0, u'query_id': 40579}
latency:  0.00250792503357
request: 9080 {u'default': False, u'output': 0.0, u'query_id': 40580}
latency:  0.00200700759888
request: 9081 {u'default': False, u'output': 0.0, u'query_id': 40581}
latency:  0.0021059513092
request: 9082 {u'default': False, u'output': 1.0, u'query_id': 40582}
latency:  0.00222015380859
request: 9083 {u'default': False, u'output': 1.0, u'query_id': 40583}
latency:  0.00205183029175
request: 9084 {u'default': False, u'output': 1.0, u'query_id': 40584}
latency:  0.00240993499756
request: 9085 {u'default': False, u'output': 1.0, u'query_id': 40585}
latency:  0.00303387641907
request: 9086 {u'default': False, u'output': 0.0, u'query_id': 40586}
latency:  0.00225305557251
request: 9087 {u'default': False, u'output': 1.0, u'query_id': 40587}
latency:  0.00216293334961
request: 9088 {u'default': False, u'output': 1.0, u'query_id': 40588}
latency:  0.00323891639709
request: 9089 {u'default': False, u'output': 1.0, u'query_id': 40589}
latency:  0.00217390060425
request: 9090 {u'default': False, u'output': 1.0, u'query_id': 40590}
latency:  0.00201296806335
request: 9091 {u'default': False, u'output': 1.0, u'query_id': 40591}
latency:  0.00199389457703
request: 9092 {u'default': False, u'output': 1.0, u'query_id': 40592}
latency:  0.00203108787537
request: 9093 {u'default': False, u'output': 0.0, u'query_id': 40593}
latency:  0.00214505195618
request: 9094 {u'default': False, u'output': 1.0, u'query_id': 40594}
latency:  0.00452184677124
request: 9095 {u'default': False, u'output': 1.0, u'query_id': 40595}
latency:  0.00318002700806
request: 9096 {u'default': False, u'output': 1.0, u'query_id': 40596}
latency:  0.00246500968933
request: 9097 {u'default': False, u'output': 0.0, u'query_id': 40597}
latency:  0.00243592262268
request: 9098 {u'default': False, u'output': 1.0, u'query_id': 40598}
latency:  0.00249004364014
request: 9099 {u'default': False, u'output': 1.0, u'query_id': 40599}
latency:  0.00284600257874
request: 9100 {u'default': False, u'output': 1.0, u'query_id': 40600}
latency:  0.00231099128723
request: 9101 {u'default': False, u'output': 1.0, u'query_id': 40601}
latency:  0.00221014022827
request: 9102 {u'default': False, u'output': 0.0, u'query_id': 40602}
latency:  0.00208592414856
request: 9103 {u'default': False, u'output': 1.0, u'query_id': 40603}
latency:  0.00223517417908
request: 9104 {u'default': False, u'output': 0.0, u'query_id': 40604}
latency:  0.00312399864197
request: 9105 {u'default': False, u'output': 0.0, u'query_id': 40605}
latency:  0.00395894050598
request: 9106 {u'default': False, u'output': 1.0, u'query_id': 40606}
latency:  0.00214719772339
request: 9107 {u'default': False, u'output': 1.0, u'query_id': 40607}
latency:  0.00256514549255
request: 9108 {u'default': False, u'output': 1.0, u'query_id': 40608}
latency:  0.00248098373413
request: 9109 {u'default': False, u'output': 1.0, u'query_id': 40609}
latency:  0.00303888320923
request: 9110 {u'default': False, u'output': 0.0, u'query_id': 40610}
latency:  0.00306797027588
request: 9111 {u'default': False, u'output': 1.0, u'query_id': 40611}
latency:  0.00373315811157
request: 9112 {u'default': False, u'output': 1.0, u'query_id': 40612}
latency:  0.00348997116089
request: 9113 {u'default': False, u'output': 1.0, u'query_id': 40613}
latency:  0.00350713729858
request: 9114 {u'default': False, u'output': 0.0, u'query_id': 40614}
latency:  0.00264692306519
request: 9115 {u'default': False, u'output': 1.0, u'query_id': 40615}
latency:  0.00288605690002
request: 9116 {u'default': False, u'output': 1.0, u'query_id': 40616}
latency:  0.00241994857788
request: 9117 {u'default': False, u'output': 1.0, u'query_id': 40617}
latency:  0.00300908088684
request: 9118 {u'default': False, u'output': 0.0, u'query_id': 40618}
latency:  0.00213503837585
request: 9119 {u'default': False, u'output': 1.0, u'query_id': 40619}
latency:  0.00235605239868
request: 9120 {u'default': False, u'output': 1.0, u'query_id': 40620}
latency:  0.00206184387207
request: 9121 {u'default': False, u'output': 1.0, u'query_id': 40621}
latency:  0.00256609916687
request: 9122 {u'default': False, u'output': 1.0, u'query_id': 40622}
latency:  0.00212001800537
request: 9123 {u'default': False, u'output': 1.0, u'query_id': 40623}
latency:  0.00219702720642
request: 9124 {u'default': False, u'output': 1.0, u'query_id': 40624}
latency:  0.00234580039978
request: 9125 {u'default': False, u'output': 0.0, u'query_id': 40625}
latency:  0.00370597839355
request: 9126 {u'default': False, u'output': 0.0, u'query_id': 40626}
latency:  0.00371789932251
request: 9127 {u'default': False, u'output': 1.0, u'query_id': 40627}
latency:  0.00284004211426
request: 9128 {u'default': False, u'output': 0.0, u'query_id': 40628}
latency:  0.00288510322571
request: 9129 {u'default': False, u'output': 1.0, u'query_id': 40629}
latency:  0.00354290008545
request: 9130 {u'default': False, u'output': 1.0, u'query_id': 40630}
latency:  0.00305104255676
request: 9131 {u'default': False, u'output': 1.0, u'query_id': 40631}
latency:  0.0044949054718
